#non-spin-polarized calculation
#bias =  0.000000 V    efermi =  -0.169473978346 H
#   E [Hartree]       E-EF [eV]       T(E) per spin
  -0.3655000000     -5.33413935      0.3284290379E-01
  -0.3654000000     -5.33141821      0.3269064401E-01
  -0.3653000000     -5.32869707      0.3254436165E-01
  -0.3652000000     -5.32597593      0.3240402554E-01
  -0.3651000000     -5.32325480      0.3226960514E-01
  -0.3650000000     -5.32053366      0.3214107066E-01
  -0.3649000000     -5.31781252      0.3201839313E-01
  -0.3648000000     -5.31509138      0.3190154449E-01
  -0.3647000000     -5.31237024      0.3179049772E-01
  -0.3646000000     -5.30964910      0.3168522687E-01
  -0.3645000000     -5.30692797      0.3158570718E-01
  -0.3644000000     -5.30420683      0.3149191512E-01
  -0.3643000000     -5.30148569      0.3140382845E-01
  -0.3642000000     -5.29876455      0.3132142631E-01
  -0.3641000000     -5.29604341      0.3124468927E-01
  -0.3640000000     -5.29332227      0.3117359936E-01
  -0.3639000000     -5.29060113      0.3110814012E-01
  -0.3638000000     -5.28788000      0.3104829668E-01
  -0.3637000000     -5.28515886      0.3099405576E-01
  -0.3636000000     -5.28243772      0.3094540574E-01
  -0.3635000000     -5.27971658      0.3090233667E-01
  -0.3634000000     -5.27699544      0.3086484029E-01
  -0.3633000000     -5.27427430      0.3083291011E-01
  -0.3632000000     -5.27155317      0.3080654140E-01
  -0.3631000000     -5.26883203      0.3078573118E-01
  -0.3630000000     -5.26611089      0.3077047834E-01
  -0.3629000000     -5.26338975      0.3076078353E-01
  -0.3628000000     -5.26066861      0.3075664929E-01
  -0.3627000000     -5.25794747      0.3075807998E-01
  -0.3626000000     -5.25522634      0.3076508186E-01
  -0.3625000000     -5.25250520      0.3077766303E-01
  -0.3624000000     -5.24978406      0.3079583349E-01
  -0.3623000000     -5.24706292      0.3081960513E-01
  -0.3622000000     -5.24434178      0.3084899169E-01
  -0.3621000000     -5.24162064      0.3088400883E-01
  -0.3620000000     -5.23889951      0.3092467409E-01
  -0.3619000000     -5.23617837      0.3097100687E-01
  -0.3618000000     -5.23345723      0.3102302844E-01
  -0.3617000000     -5.23073609      0.3108076194E-01
  -0.3616000000     -5.22801495      0.3114423234E-01
  -0.3615000000     -5.22529381      0.3121346644E-01
  -0.3614000000     -5.22257267      0.3128849285E-01
  -0.3613000000     -5.21985154      0.3136934196E-01
  -0.3612000000     -5.21713040      0.3145604593E-01
  -0.3611000000     -5.21440926      0.3154863862E-01
  -0.3610000000     -5.21168812      0.3164715563E-01
  -0.3609000000     -5.20896698      0.3175163416E-01
  -0.3608000000     -5.20624584      0.3186211308E-01
  -0.3607000000     -5.20352471      0.3197863278E-01
  -0.3606000000     -5.20080357      0.3210123521E-01
  -0.3605000000     -5.19808243      0.3222996373E-01
  -0.3604000000     -5.19536129      0.3236486315E-01
  -0.3603000000     -5.19264015      0.3250597957E-01
  -0.3602000000     -5.18991901      0.3265336037E-01
  -0.3601000000     -5.18719788      0.3280705407E-01
  -0.3600000000     -5.18447674      0.3296711032E-01
  -0.3599000000     -5.18175560      0.3313357971E-01
  -0.3598000000     -5.17903446      0.3330651377E-01
  -0.3597000000     -5.17631332      0.3348596474E-01
  -0.3596000000     -5.17359218      0.3367198557E-01
  -0.3595000000     -5.17087105      0.3386462969E-01
  -0.3594000000     -5.16814991      0.3406395091E-01
  -0.3593000000     -5.16542877      0.3427000328E-01
  -0.3592000000     -5.16270763      0.3448284090E-01
  -0.3591000000     -5.15998649      0.3470251775E-01
  -0.3590000000     -5.15726535      0.3492908752E-01
  -0.3589000000     -5.15454421      0.3516260338E-01
  -0.3588000000     -5.15182308      0.3540311776E-01
  -0.3587000000     -5.14910194      0.3565068214E-01
  -0.3586000000     -5.14638080      0.3590534681E-01
  -0.3585000000     -5.14365966      0.3616716056E-01
  -0.3584000000     -5.14093852      0.3643617044E-01
  -0.3583000000     -5.13821738      0.3671242142E-01
  -0.3582000000     -5.13549625      0.3699595613E-01
  -0.3581000000     -5.13277511      0.3728681443E-01
  -0.3580000000     -5.13005397      0.3758503313E-01
  -0.3579000000     -5.12733283      0.3789064557E-01
  -0.3578000000     -5.12461169      0.3820368121E-01
  -0.3577000000     -5.12189055      0.3852416521E-01
  -0.3576000000     -5.11916942      0.3885211798E-01
  -0.3575000000     -5.11644828      0.3918755468E-01
  -0.3574000000     -5.11372714      0.3953048473E-01
  -0.3573000000     -5.11100600      0.3988091130E-01
  -0.3572000000     -5.10828486      0.4023883069E-01
  -0.3571000000     -5.10556372      0.4060423181E-01
  -0.3570000000     -5.10284259      0.4097709553E-01
  -0.3569000000     -5.10012145      0.4135739404E-01
  -0.3568000000     -5.09740031      0.4174509019E-01
  -0.3567000000     -5.09467917      0.4214013676E-01
  -0.3566000000     -5.09195803      0.4254247580E-01
  -0.3565000000     -5.08923689      0.4295203781E-01
  -0.3564000000     -5.08651575      0.4336874095E-01
  -0.3563000000     -5.08379462      0.4379249031E-01
  -0.3562000000     -5.08107348      0.4422317699E-01
  -0.3561000000     -5.07835234      0.4466067729E-01
  -0.3560000000     -5.07563120      0.4510485180E-01
  -0.3559000000     -5.07291006      0.4555554453E-01
  -0.3558000000     -5.07018892      0.4601258196E-01
  -0.3557000000     -5.06746779      0.4647577214E-01
  -0.3556000000     -5.06474665      0.4694490371E-01
  -0.3555000000     -5.06202551      0.4741974497E-01
  -0.3554000000     -5.05930437      0.4790004292E-01
  -0.3553000000     -5.05658323      0.4838552232E-01
  -0.3552000000     -5.05386209      0.4887588471E-01
  -0.3551000000     -5.05114096      0.4937080751E-01
  -0.3550000000     -5.04841982      0.4986994310E-01
  -0.3549000000     -5.04569868      0.5037291794E-01
  -0.3548000000     -5.04297754      0.5087933173E-01
  -0.3547000000     -5.04025640      0.5138875657E-01
  -0.3546000000     -5.03753526      0.5190073626E-01
  -0.3545000000     -5.03481413      0.5241478560E-01
  -0.3544000000     -5.03209299      0.5293038980E-01
  -0.3543000000     -5.02937185      0.5344700390E-01
  -0.3542000000     -5.02665071      0.5396405244E-01
  -0.3541000000     -5.02392957      0.5448092909E-01
  -0.3540000000     -5.02120843      0.5499699648E-01
  -0.3539000000     -5.01848729      0.5551158615E-01
  -0.3538000000     -5.01576616      0.5602399869E-01
  -0.3537000000     -5.01304502      0.5653350397E-01
  -0.3536000000     -5.01032388      0.5703934161E-01
  -0.3535000000     -5.00760274      0.5754072162E-01
  -0.3534000000     -5.00488160      0.5803682527E-01
  -0.3533000000     -5.00216046      0.5852680614E-01
  -0.3532000000     -4.99943933      0.5900979143E-01
  -0.3531000000     -4.99671819      0.5948488350E-01
  -0.3530000000     -4.99399705      0.5995116166E-01
  -0.3529000000     -4.99127591      0.6040768425E-01
  -0.3528000000     -4.98855477      0.6085349094E-01
  -0.3527000000     -4.98583363      0.6128760533E-01
  -0.3526000000     -4.98311250      0.6170903780E-01
  -0.3525000000     -4.98039136      0.6211678870E-01
  -0.3524000000     -4.97767022      0.6250985169E-01
  -0.3523000000     -4.97494908      0.6288721745E-01
  -0.3522000000     -4.97222794      0.6324787758E-01
  -0.3521000000     -4.96950680      0.6359082880E-01
  -0.3520000000     -4.96678567      0.6391507727E-01
  -0.3519000000     -4.96406453      0.6421964323E-01
  -0.3518000000     -4.96134339      0.6450356574E-01
  -0.3517000000     -4.95862225      0.6476590758E-01
  -0.3516000000     -4.95590111      0.6500576027E-01
  -0.3515000000     -4.95317997      0.6522224921E-01
  -0.3514000000     -4.95045883      0.6541453878E-01
  -0.3513000000     -4.94773770      0.6558183755E-01
  -0.3512000000     -4.94501656      0.6572340330E-01
  -0.3511000000     -4.94229542      0.6583854814E-01
  -0.3510000000     -4.93957428      0.6592664328E-01
  -0.3509000000     -4.93685314      0.6598712380E-01
  -0.3508000000     -4.93413200      0.6601949307E-01
  -0.3507000000     -4.93141087      0.6602332694E-01
  -0.3506000000     -4.92868973      0.6599827756E-01
